49	-1.000000e+00	-9.332720e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
50	-1.000000e+00	-8.741897e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
51	-1.000000e+00	-7.879789e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
52	-1.000000e+00	-6.822069e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
53	-1.000000e+00	-5.627981e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
54	-1.000000e+00	-4.385330e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
55	-1.000000e+00	-3.151537e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
56	-1.000000e+00	-2.055908e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
57	-1.000000e+00	-1.195981e-02	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
58	-1.000000e+00	-5.667682e-03	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
59	-1.000000e+00	-1.689779e-03	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
60	-1.000000e+00	0.000000e+00	1.000000e+00	1.000000e-01	STATE 1 PHASE 1
61	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	t0 PHASE 1
62	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	tf PHASE 1
